序号,目标色坐标,近邻序号,近邻色坐标,Δuv,Δuv统计,K点比例法Ra,精确法最佳Ra,近邻最佳Ra,近邻最佳RGB混色点,近邻最佳比例值,近邻边界
26,"(0.16534, 0.04733)",5,"(0.15164, 0.05362)",0.0260881433084555,"",,,-28.6201847530421,"(0.15164, 0.05362)","W=0.0000, RGB=1.0000",
26,"(0.16534, 0.04733)",6,"(0.18023, 0.04196)",0.0275560471089008,"",,,-127.066921940038,"(0.18023, 0.04196)","W=0.0000, RGB=1.0000",
27,"(0.16602, 0.05674)",1,"(0.16679, 0.06148)",0.0103105865133045,"dUV max=0.027573, min=0.010311, avg=0.018894",-10.4230,-10.3718,5.93193616255023,"(0.16679, 0.06148)","W=0.0000, RGB=1.0000",
27,"(0.16602, 0.05674)",2,"(0.16651, 0.05208)",0.010875717222624,"",,,-11.8088876173841,"(0.16651, 0.05208)","W=0.0000, RGB=1.0000",
27,"(0.16602, 0.05674)",3,"(0.15164, 0.05362)",0.0185255937535075,"",,,-28.6201847530421,"(0.15164, 0.05362)","W=0.0000, RGB=1.0000",
27,"(0.16602, 0.05674)",4,"(0.18172, 0.05981)",0.0200577722229606,"",,,-35.0484808427141,"(0.16965, 0.03682)","W=0.4297, RGB=0.5703",B-R
27,"(0.16602, 0.05674)",5,"(0.15142, 0.06321)",0.0260233079333645,"",,,-19.383264061238,"(0.15142, 0.06321)","W=0.0000, RGB=1.0000",
27,"(0.16602, 0.05674)",6,"(0.18095, 0.05059)",0.0275730886942166,"",,,-73.3221639060312,"(0.17531, 0.03957)","W=0.2457, RGB=0.7543",B-R
28,"(0.16675, 0.06683)",1,"(0.16710, 0.07154)",0.00966434362913537,"dUV max=0.027615, min=0.009664, avg=0.018892",7.2455,7.4739,19.3161328902394,"(0.16710, 0.07154)","W=0.0000, RGB=1.0000",
28,"(0.16675, 0.06683)",2,"(0.16679, 0.06148)",0.0114666678022938,"",,,5.93193616255023,"(0.16679, 0.06148)","W=0.0000, RGB=1.0000",
28,"(0.16675, 0.06683)",3,"(0.15142, 0.06321)",0.0191650135284636,"",,,-19.383264061238,"(0.15142, 0.06321)","W=0.0000, RGB=1.0000",
28,"(0.16675, 0.06683)",4,"(0.18254, 0.06966)",0.0194552999421059,"",,,-7.45898933880177,"(0.16732, 0.04150)","W=0.4588, RGB=0.5412",
28,"(0.16675, 0.06683)",5,"(0.15118, 0.07349)",0.0259846257154665,"",,,-11.1444402192406,"(0.15118, 0.07349)","W=0.0000, RGB=1.0000",
28,"(0.16675, 0.06683)",6,"(0.18172, 0.05981)",0.0276148798888624,"",,,-35.0484808427141,"(0.16965, 0.03682)","W=0.4297, RGB=0.5703",B-R
29,"(0.16753, 0.07766)",1,"(0.16743, 0.08234)",0.00904752809233711,"dUV max=0.027681, min=0.009048, avg=0.018912",20.7484,21.2736,29.5143950575437,"(0.16743, 0.08234)","W=0.0000, RGB=1.0000",
29,"(0.16753, 0.07766)",2,"(0.16710, 0.07154)",0.0120853050907203,"",,,19.3161328902394,"(0.16710, 0.07154)","W=0.0000, RGB=1.0000",
29,"(0.16753, 0.07766)",3,"(0.18342, 0.08022)",0.0188698184514957,"",,,14.0159402884473,"(0.16800, 0.05260)","W=0.4054, RGB=0.5946",
29,"(0.16753, 0.07766)",4,"(0.15118, 0.07349)",0.0198182932271768,"",,,-11.1444402192406,"(0.15118, 0.07349)","W=0.0000, RGB=1.0000",
29,"(0.16753, 0.07766)",5,"(0.15093, 0.08454)",0.025972213510154,"",,,-4.01242336106651,"(0.15093, 0.08454)","W=0.0000, RGB=1.0000",
29,"(0.16753, 0.07766)",6,"(0.18254, 0.06966)",0.0276813085976698,"",,,-7.45898933880177,"(0.16732, 0.04150)","W=0.4588, RGB=0.5412",
30,"(0.16838, 0.08932)",1,"(0.16779, 0.09396)",0.00846657396159853,"dUV max=0.027772, min=0.008467, avg=0.018957",31.1173,31.9935,37.4475769208878,"(0.16779, 0.09396)","W=0.0000, RGB=1.0000",
30,"(0.16838, 0.08932)",2,"(0.16743, 0.08234)",0.0127275925079885,"",,,29.5143950575437,"(0.16743, 0.08234)","W=0.0000, RGB=1.0000",
30,"(0.16838, 0.08932)",3,"(0.18437, 0.09156)",0.0183029583459476,"",,,31.1133331679165,"(0.16886, 0.06479)","W=0.3591, RGB=0.6409",
30,"(0.16838, 0.08932)",4,"(0.15093, 0.08454)",0.0204841068293567,"",,,-4.01242336106651,"(0.15093, 0.08454)","W=0.0000, RGB=1.0000",
30,"(0.16838, 0.08932)",5,"(0.15065, 0.09643)",0.0259861089608881,"",,,2.03056514351154,"(0.15065, 0.09643)","W=0.0000, RGB=1.0000",
30,"(0.16838, 0.08932)",6,"(0.18342, 0.08022)",0.0277721980287576,"",,,14.0159402884473,"(0.16800, 0.05260)","W=0.4054, RGB=0.5946",
31,"(0.16929, 0.10191)",1,"(0.16818, 0.10649)",0.00792936743875417,"dUV max=0.027302, min=0.007929, avg=0.018928",39.2721,40.4722,43.6855769259656,"(0.16818, 0.10649)","W=0.0000, RGB=1.0000",
31,"(0.16929, 0.10191)",2,"(0.16779, 0.09396)",0.0133901271924128,"",,,37.4475769208878,"(0.16779, 0.09396)","W=0.0000, RGB=1.0000",
31,"(0.16929, 0.10191)",3,"(0.18539, 0.10379)",0.0177565031270386,"",,,44.7402528344775,"(0.17009, 0.07847)","W=0.3148, RGB=0.6852",
31,"(0.16929, 0.10191)",4,"(0.15065, 0.09643)",0.0211612712760973,"",,,2.03056514351154,"(0.15065, 0.09643)","W=0.0000, RGB=1.0000",
31,"(0.16929, 0.10191)",5,"(0.15036, 0.10929)",0.0260262699306532,"",,,7.08335894885552,"(0.15036, 0.10929)","W=0.0000, RGB=1.0000",
31,"(0.16929, 0.10191)",6,"(0.18650, 0.11701)",0.0273017749840838,"",,,55.4860581917231,"(0.17178, 0.09379)","W=0.2714, RGB=0.7286",
32,"(0.17028, 0.11556)",1,"(0.16859, 0.12006)",0.00744538411207329,"dUV max=0.026475, min=0.007445, avg=0.018861",45.8165,47.2449,48.5208425483568,"(0.16859, 0.12006)","W=0.0000, RGB=1.0000",
32,"(0.17028, 0.11556)",2,"(0.16818, 0.10649)",0.0140700492065432,"",,,43.6855769259656,"(0.16818, 0.10649)","W=0.0000, RGB=1.0000",
32,"(0.17028, 0.11556)",3,"(0.18650, 0.11701)",0.0172323940778273,"",,,55.4860581917231,"(0.17178, 0.09379)","W=0.2714, RGB=0.7286",
32,"(0.17028, 0.11556)",4,"(0.15036, 0.10929)",0.0218487311922375,"",,,7.08335894885552,"(0.15036, 0.10929)","W=0.0000, RGB=1.0000",
32,"(0.17028, 0.11556)",5,"(0.15004, 0.12322)",0.0260925751382509,"",,,11.2894914546572,"(0.15004, 0.12322)","W=0.0000, RGB=1.0000",
32,"(0.17028, 0.11556)",6,"(0.18769, 0.13134)",0.0264752151603452,"",,,63.7983501526688,"(0.17364, 0.11037)","W=0.2335, RGB=0.7665",
33,"(0.17136, 0.13039)",1,"(0.16904, 0.13479)",0.00702563196017392,"dUV max=0.026185, min=0.007026, avg=0.018817",51.0239,52.5591,52.0988219103016,"(0.16904, 0.13479)","W=0.0000, RGB=1.0000",
33,"(0.17136, 0.13039)",2,"(0.16859, 0.12006)",0.014764956701122,"",,,48.5208425483568,"(0.16859, 0.12006)","W=0.0000, RGB=1.0000",
33,"(0.17136, 0.13039)",3,"(0.18769, 0.13134)",0.0167327311360856,"",,,63.7983501526688,"(0.17364, 0.11037)","W=0.2335, RGB=0.7665",
33,"(0.17136, 0.13039)",4,"(0.15004, 0.12322)",0.0225455448074928,"",,,11.2894914546572,"(0.15004, 0.12322)","W=0.0000, RGB=1.0000",
33,"(0.17136, 0.13039)",5,"(0.18899, 0.14692)",0.0256486647129547,"",,,70.0401923484184,"(0.17537, 0.12787)","W=0.2047, RGB=0.7953",
33,"(0.17136, 0.13039)",6,"(0.14969, 0.13836)",0.0261848259771436,"",,,14.8009236362606,"(0.14969, 0.13836)","W=0.0000, RGB=1.0000",
34,"(0.17253, 0.14656)",1,"(0.16954, 0.15083)",0.00668222624349672,"dUV max=0.026303, min=0.006682, avg=0.018798",54.9367,56.4884,54.547774231291,"(0.16954, 0.15083)","W=0.0000, RGB=1.0000",
34,"(0.17253, 0.14656)",2,"(0.16904, 0.13479)",0.015472830748234,"",,,52.0988219103016,"(0.16904, 0.13479)","W=0.0000, RGB=1.0000",
34,"(0.17253, 0.14656)",3,"(0.18899, 0.14692)",0.0162597681458706,"",,,70.0401923484184,"(0.17537, 0.12787)","W=0.2047, RGB=0.7953",
34,"(0.17253, 0.14656)",4,"(0.14969, 0.13836)",0.0232508711640805,"",,,14.8009236362606,"(0.14969, 0.13836)","W=0.0000, RGB=1.0000",
34,"(0.17253, 0.14656)",5,"(0.19042, 0.16394)",0.0248221245785786,"",,,74.4861850326923,"(0.17681, 0.14635)","W=0.1848, RGB=0.8152",
34,"(0.17253, 0.14656)",6,"(0.14930, 0.15489)",0.0263027494537602,"",,,17.7527676332362,"(0.14930, 0.15489)","W=-0.0000, RGB=1.0000",
35,"(0.17382, 0.16428)",1,"(0.17008, 0.16838)",0.00642741580767061,"dUV max=0.026446, min=0.006427, avg=0.018807",57.5650,59.0988,56.086210786212,"(0.17008, 0.16838)","W=0.0000, RGB=1.0000",
35,"(0.17382, 0.16428)",2,"(0.19042, 0.16394)",0.0158159006164179,"",,,74.4861850326923,"(0.17681, 0.14635)","W=0.1848, RGB=0.8152",
35,"(0.17382, 0.16428)",3,"(0.16954, 0.15083)",0.0161919708376392,"",,,54.547774231291,"(0.16954, 0.15083)","W=0.0000, RGB=1.0000",
35,"(0.17382, 0.16428)",4,"(0.14930, 0.15489)",0.023963958612395,"",,,17.7527676332362,"(0.14930, 0.15489)","W=-0.0000, RGB=1.0000",
35,"(0.17382, 0.16428)",5,"(0.19197, 0.18260)",0.0239955958229291,"",,,77.271705084378,"(0.17798, 0.16614)","W=0.1720, RGB=0.8280",
35,"(0.17382, 0.16428)",6,"(0.14889, 0.17300)",0.0264460021452615,"",,,20.2539278578872,"(0.14889, 0.17300)","W=0.0000, RGB=1.0000",
36,"(0.17523, 0.18376)",1,"(0.17067, 0.18766)",0.00627200794212637,"dUV max=0.026170, min=0.006272, avg=0.018770",59.1346,60.6409,56.9832945577976,"(0.17067, 0.18766)","W=0.0000, RGB=1.0000",
36,"(0.17523, 0.18376)",2,"(0.19197, 0.18260)",0.0154036439755431,"",,,77.271705084378,"(0.17798, 0.16614)","W=0.1720, RGB=0.8280",
36,"(0.17523, 0.18376)",3,"(0.17008, 0.16838)",0.0169209406096818,"",,,56.086210786212,"(0.17008, 0.16838)","W=0.0000, RGB=1.0000",
36,"(0.17523, 0.18376)",4,"(0.19369, 0.20314)",0.0231690796637732,"",,,78.499721438063,"(0.17867, 0.18748)","W=0.1666, RGB=0.8334",
36,"(0.17523, 0.18376)",5,"(0.14889, 0.17300)",0.0246841345428702,"",,,20.2539278578872,"(0.14889, 0.17300)","W=0.0000, RGB=1.0000",
36,"(0.17523, 0.18376)",6,"(0.17132, 0.20892)",0.0261698309337277,"",,,57.447983285835,"(0.17132, 0.20892)","W=0.0000, RGB=1.0000",
37,"(0.17679, 0.20530)",1,"(0.17132, 0.20892)",0.00622345374799708,"dUV max=0.025654, min=0.006223, avg=0.018719",60.0013,61.4760,57.447983285835,"(0.17132, 0.20892)","W=0.0000, RGB=1.0000",
37,"(0.17679, 0.20530)",2,"(0.19369, 0.20314)",0.0150256003676436,"",,,78.499721438063,"(0.17867, 0.18748)","W=0.1666, RGB=0.8334",
37,"(0.17679, 0.20530)",3,"(0.17067, 0.18766)",0.0176585227550816,"",,,56.9832945577976,"(0.17067, 0.18766)","W=0.0000, RGB=1.0000",
37,"(0.17679, 0.20530)",4,"(0.19559, 0.22587)",0.0223425774990506,"",,,78.2284077713913,"(0.18019, 0.21213)","W=0.1552, RGB=0.8448",
37,"(0.17679, 0.20530)",5,"(0.14843, 0.19293)",0.0254107962714754,"",,,22.3876745715369,"(0.14843, 0.19293)","W=0.0000, RGB=1.0000",
37,"(0.17679, 0.20530)",6,"(0.17205, 0.23251)",0.0256542675237324,"",,,57.5847341754922,"(0.17205, 0.23251)","W=0.0000, RGB=1.0000",
38,"(0.17853, 0.22922)",1,"(0.17205, 0.23251)",0.00628423048167314,"dUV max=0.026143, min=0.006284, avg=0.018698",60.4889,61.8824,57.5847341754922,"(0.17205, 0.23251)","W=0.0000, RGB=1.0000",
38,"(0.17853, 0.22922)",2,"(0.19559, 0.22587)",0.0146844124280457,"",,,78.2284077713913,"(0.18019, 0.21213)","W=0.1552, RGB=0.8448",
38,"(0.17853, 0.22922)",3,"(0.17132, 0.20892)",0.0184036818037342,"",,,57.447983285835,"(0.17132, 0.20892)","W=0.0000, RGB=1.0000",
38,"(0.17853, 0.22922)",4,"(0.19770, 0.25116)",0.021516090941476,"",,,76.5836158230235,"(0.18172, 0.23965)","W=0.1463, RGB=0.8537",
38,"(0.17853, 0.22922)",5,"(0.17285, 0.25882)",0.0251553118947974,"",,,57.354944091377,"(0.17285, 0.25882)","W=0.0000, RGB=1.0000",
38,"(0.17853, 0.22922)",6,"(0.14792, 0.21497)",0.0261434029811788,"",,,24.2149302520357,"(0.14792, 0.21497)","W=0.0000, RGB=1.0000",
39,"(0.18047, 0.25596)",1,"(0.17285, 0.25882)",0.00645124888731547,"dUV max=0.026881, min=0.006451, avg=0.018706",60.7790,62.0043,57.354944091377,"(0.17285, 0.25882)","W=0.0000, RGB=1.0000",
39,"(0.18047, 0.25596)",2,"(0.19770, 0.25116)",0.0143827032776084,"",,,76.5836158230235,"(0.18172, 0.23965)","W=0.1463, RGB=0.8537",
39,"(0.18047, 0.25596)",3,"(0.17205, 0.23251)",0.0191555335410013,"",,,57.5847341754922,"(0.17205, 0.23251)","W=0.0000, RGB=1.0000",
39,"(0.18047, 0.25596)",4,"(0.20007, 0.27946)",0.0206896218614217,"",,,74.0557322309463,"(0.18348, 0.27082)","W=0.1381, RGB=0.8619",
39,"(0.18047, 0.25596)",5,"(0.17376, 0.28835)",0.0246739715922639,"",,,56.4213200805838,"(0.17376, 0.28835)","W=0.0000, RGB=1.0000",
39,"(0.18047, 0.25596)",6,"(0.14735, 0.23948)",0.0268814686166534,"",,,25.775598567451,"(0.14735, 0.23948)","W=0.0000, RGB=1.0000",
40,"(0.18265, 0.28604)",1,"(0.17376, 0.28835)",0.00671658804240351,"dUV max=0.027526, min=0.006717, avg=0.018726",59.9204,60.3968,56.4213200805838,"(0.17376, 0.28835)","W=0.0000, RGB=1.0000",
40,"(0.18265, 0.28604)",2,"(0.20007, 0.27946)",0.014123003294359,"",,,74.0557322309463,"(0.18348, 0.27082)","W=0.1381, RGB=0.8619",
40,"(0.18265, 0.28604)",3,"(0.20273, 0.31135)",0.0198631724405076,"",,,71.247511375682,"(0.18771, 0.30704)","W=0.1154, RGB=0.8846",
40,"(0.18265, 0.28604)",4,"(0.17285, 0.25882)",0.0199133199093903,"",,,57.354944091377,"(0.17285, 0.25882)","W=0.0000, RGB=1.0000",
40,"(0.18265, 0.28604)",5,"(0.17478, 0.32173)",0.0242112972600206,"",,,54.8174669337923,"(0.17478, 0.32173)","W=0.0000, RGB=1.0000",
40,"(0.18265, 0.28604)",6,"(0.14601, 0.29772)",0.0275259201781964,"",,,28.1107039873027,"(0.14601, 0.29772)","W=0.0000, RGB=1.0000",
41,"(0.18512, 0.32012)",1,"(0.17478, 0.32173)",0.0070691853082652,"dUV max=0.027811, min=0.007069, avg=0.018712",57.4802,57.7735,54.8174669337923,"(0.17478, 0.32173)","W=0.0000, RGB=1.0000",
41,"(0.18512, 0.32012)",2,"(0.20273, 0.31135)",0.0139076660083277,"",,,71.247511375682,"(0.18771, 0.30704)","W=0.1154, RGB=0.8846",
41,"(0.18512, 0.32012)",3,"(0.20575, 0.34756)",0.0190367452391438,"",,,68.32104827489,"(0.19577, 0.34745)","W=0.0728, RGB=0.9272",
41,"(0.18512, 0.32012)",4,"(0.17376, 0.28835)",0.0206763884093171,"",,,56.4213200805838,"(0.17376, 0.28835)","W=0.0000, RGB=1.0000",
41,"(0.18512, 0.32012)",5,"(0.17595, 0.35976)",0.0237683789762005,"",,,51.2068250520583,"(0.17595, 0.35976)","W=0.0000, RGB=1.0000",
41,"(0.18512, 0.32012)",6,"(0.14520, 0.33271)",0.0278106810756622,"",,,28.7577098777143,"(0.14520, 0.33271)","W=0.0000, RGB=1.0000",
42,"(0.18794, 0.35906)",1,"(0.17595, 0.35976)",0.00749673863622015,"dUV max=0.028117, min=0.007497, avg=0.018726",54.2093,54.3790,51.2068250520583,"(0.17595, 0.35976)","W=0.0000, RGB=1.0000",
42,"(0.18794, 0.35906)",2,"(0.20575, 0.34756)",0.0137387775588614,"",,,68.32104827489,"(0.19577, 0.34745)","W=0.0728, RGB=0.9272",
42,"(0.18794, 0.35906)",3,"(0.20922, 0.38902)",0.0182103432824514,"",,,65.324951183791,"(0.20448, 0.39055)","W=0.0329, RGB=0.9671",
42,"(0.18794, 0.35906)",4,"(0.17478, 0.32173)",0.0214441751708518,"",,,54.8174669337923,"(0.17478, 0.32173)","W=0.0000, RGB=1.0000",
42,"(0.18794, 0.35906)",5,"(0.17730, 0.40350)",0.0233463411815529,"",,,47.1495707697998,"(0.17730, 0.40350)","W=0.0000, RGB=1.0000",
42,"(0.18794, 0.35906)",6,"(0.14428, 0.37273)",0.028116873321796,"",,,27.1445743522958,"(0.14428, 0.37273)","W=-0.0000, RGB=1.0000",
43,"(0.19120, 0.40399)",1,"(0.17730, 0.40350)",0.00798721996084823,"dUV max=0.028444, min=0.007987, avg=0.018766",50.7231,50.7867,47.1495707697998,"(0.17730, 0.40350)","W=0.0000, RGB=1.0000",
43,"(0.19120, 0.40399)",2,"(0.20922, 0.38902)",0.0136180662023111,"",,,65.324951183791,"(0.20448, 0.39055)","W=0.0329, RGB=0.9671",
43,"(0.19120, 0.40399)",3,"(0.21322, 0.43698)",0.0173839701706873,"",,,61.6675239402976,"(0.21322, 0.43698)","W=0.0000, RGB=1.0000",
43,"(0.19120, 0.40399)",4,"(0.17595, 0.35976)",0.0222161910130737,"",,,51.2068250520583,"(0.17595, 0.35976)","W=0.0000, RGB=1.0000",
43,"(0.19120, 0.40399)",5,"(0.17886, 0.45432)",0.0229463360308493,"",,,42.4207677023497,"(0.17886, 0.45432)","W=0.0000, RGB=1.0000",
43,"(0.19120, 0.40399)",6,"(0.14321, 0.41895)",0.0284438048116213,"",,,23.5759065544549,"(0.14321, 0.41895)","W=0.0000, RGB=1.0000",
44,"(0.19500, 0.45640)",1,"(0.17886, 0.45432)",0.00852978068253196,"dUV max=0.028791, min=0.008530, avg=0.018831",46.5874,46.5993,42.4207677023497,"(0.17886, 0.45432)","W=0.0000, RGB=1.0000",
44,"(0.19500, 0.45640)",2,"(0.21322, 0.43698)",0.013546819871658,"",,,61.6675239402976,"(0.21322, 0.43698)","W=0.0000, RGB=1.0000",
44,"(0.19500, 0.45640)",3,"(0.21791, 0.49307)",0.0165576302227102,"",,,55.6077806235323,"(0.21791, 0.49307)","W=0.0000, RGB=1.0000",
44,"(0.19500, 0.45640)",4,"(0.18069, 0.51411)",0.0225695350236062,"",,,36.1213830665206,"(0.18069, 0.51411)","W=0.0000, RGB=1.0000",
44,"(0.19500, 0.45640)",5,"(0.17730, 0.40350)",0.0229920099331594,"",,,47.1495707697998,"(0.17730, 0.40350)","W=0.0000, RGB=1.0000",
44,"(0.19500, 0.45640)",6,"(0.14197, 0.47294)",0.0287907690448735,"",,,19.4818265670271,"(0.14197, 0.47294)","W=0.0000, RGB=1.0000",
45,"(0.19949, 0.51832)",1,"(0.18069, 0.51411)",0.00911512575597284,"dUV max=0.029157, min=0.009115, avg=0.018920",41.0546,41.0546,36.1213830665206,"(0.18069, 0.51411)","W=0.0000, RGB=1.0000",
45,"(0.19949, 0.51832)",2,"(0.21791, 0.49307)",0.0135258202503852,"",,,55.6077806235323,"(0.21791, 0.49307)","W=0.0000, RGB=1.0000",
45,"(0.19949, 0.51832)",3,"(0.22346, 0.55958)",0.0157313286646285,"",,,44.1913950633125,"(0.22346, 0.55958)","W=0.0000, RGB=1.0000",
45,"(0.19949, 0.51832)",4,"(0.18288, 0.58547)",0.022217118813853,"",,,25.3039167812176,"(0.18288, 0.58547)","W=0.0000, RGB=1.0000",
45,"(0.19949, 0.51832)",5,"(0.17886, 0.45432)",0.0237712595726349,"",,,42.4207677023497,"(0.17886, 0.45432)","W=0.0000, RGB=1.0000",
45,"(0.19949, 0.51832)",6,"(0.14049, 0.53684)",0.0291570508710135,"",,,13.9068556441533,"(0.14049, 0.53684)","W=0.0000, RGB=1.0000",
46,"(0.20488, 0.59261)",1,"(0.18288, 0.58547)",0.00973554106705291,"dUV max=0.028845, min=0.009736, avg=0.018914",31.2850,31.2850,25.3039167812176,"(0.18288, 0.58547)","W=0.0000, RGB=1.0000",
46,"(0.20488, 0.59261)",2,"(0.22346, 0.55958)",0.0135553008643216,"",,,44.1913950633125,"(0.22346, 0.55958)","W=0.0000, RGB=1.0000",
46,"(0.20488, 0.59261)",3,"(0.23016, 0.63970)",0.0149050718811782,"",,,12.6483803329603,"(0.23016, 0.63970)","W=-0.0000, RGB=1.0000",
46,"(0.20488, 0.59261)",4,"(0.18554, 0.67210)",0.0218902651619825,"",,,-4.23129451769033,"(0.18554, 0.67210)","W=0.0000, RGB=1.0000",
46,"(0.20488, 0.59261)",5,"(0.18069, 0.51411)",0.0245536132949651,"",,,36.1213830665206,"(0.18069, 0.51411)","W=0.0000, RGB=1.0000",
46,"(0.20488, 0.59261)",6,"(0.27095, 0.61007)",0.0288452599321012,"",,,25.6322528734377,"(0.27095, 0.61007)","W=0.0000, RGB=1.0000",
47,"(0.21146, 0.68338)",1,"(0.18554, 0.67210)",0.0103847429171508,"dUV max=0.032938, min=0.010385, avg=0.024149",-2.6905,-2.6905,-4.23129451769033,"(0.18554, 0.67210)","W=0.0000, RGB=1.0000",
47,"(0.21146, 0.68338)",2,"(0.23016, 0.63970)",0.013634934281646,"",,,12.6483803329603,"(0.23016, 0.63970)","W=-0.0000, RGB=1.0000",
47,"(0.21146, 0.68338)",3,"(0.18288, 0.58547)",0.0253387835792045,"",,,25.3039167812176,"(0.18288, 0.58547)","W=0.0000, RGB=1.0000",
47,"(0.21146, 0.68338)",4,"(0.13655, 0.70769)",0.0299446945533263,"",,,-23.3938114981524,"(0.13655, 0.70769)","W=0.0000, RGB=1.0000",
47,"(0.21146, 0.68338)",5,"(0.22346, 0.55958)",0.0326513470383087,"",,,44.1913950633125,"(0.22346, 0.55958)","W=0.0000, RGB=1.0000",
47,"(0.21146, 0.68338)",6,"(0.13872, 0.61364)",0.0329379391732026,"",,,4.02163716326177,"(0.13872, 0.61364)","W=0.0000, RGB=1.0000",
48,"(0.18008, 0.04575)",1,"(0.18023, 0.04196)",0.00962016539955325,"dUV max=0.029162, min=0.009620, avg=0.019330",-124.4192,-124.4192,-127.066921940038,"(0.18023, 0.04196)","W=0.0000, RGB=1.0000",
48,"(0.18008, 0.04575)",2,"(0.18095, 0.05059)",0.0115425584401027,"",,,-73.3221639060312,"(0.17531, 0.03957)","W=0.2457, RGB=0.7543",B-R
48,"(0.18008, 0.04575)",3,"(0.16624, 0.04329)",0.018563255403554,"",,,-35.3483402906986,"(0.16624, 0.04329)","W=0.0000, RGB=1.0000",
48,"(0.18008, 0.04575)",4,"(0.19499, 0.04915)",0.0200525863068508,"",,,-169.073734560301,"(0.19499, 0.04915)","W=0.0000, RGB=1.0000",
48,"(0.18008, 0.04575)",5,"(0.16651, 0.05208)",0.0270419209180642,"",,,-11.8088876173841,"(0.16651, 0.05208)","W=0.0000, RGB=1.0000",
48,"(0.18008, 0.04575)",6,"(0.16598, 0.03503)",0.0291620563469102,"",,,-66.8962067323541,"(0.16598, 0.03503)","W=-0.0000, RGB=1.0000",
49,"(0.18125, 0.05497)",1,"(0.18095, 0.05059)",0.0102177768966707,"dUV max=0.026980, min=0.010218, avg=0.018884",-73.7253,-73.5742,-73.3221639060312,"(0.17531, 0.03957)","W=0.2457, RGB=0.7543",B-R
49,"(0.18125, 0.05497)",2,"(0.18172, 0.05981)",0.0109075265707031,"",,,-35.0484808427141,"(0.16965, 0.03682)","W=0.4297, RGB=0.5703",B-R
49,"(0.18125, 0.05497)",3,"(0.16651, 0.05208)",0.0191662909248893,"",,,-11.8088876173841,"(0.16651, 0.05208)","W=0.0000, RGB=1.0000",
49,"(0.18125, 0.05497)",4,"(0.19621, 0.05818)",0.0194152729544707,"",,,-105.01478085931,"(0.19104, 0.04723)","W=0.2177, RGB=0.7823",B-R
49,"(0.18125, 0.05497)",5,"(0.19499, 0.04915)",0.0266152139846553,"",,,-169.073734560301,"(0.19499, 0.04915)","W=0.0000, RGB=1.0000",
49,"(0.18125, 0.05497)",6,"(0.16679, 0.06148)",0.0269797302012227,"",,,5.93193616255023,"(0.16679, 0.06148)","W=0.0000, RGB=1.0000",
50,"(0.18250, 0.06482)",1,"(0.18254, 0.06966)",0.010299732991876,"dUV max=0.026943, min=0.010300, avg=0.018888",-36.4463,-36.3114,-7.45898933880177,"(0.16732, 0.04150)","W=0.4588, RGB=0.5412",
50,"(0.18250, 0.06482)",2,"(0.18172, 0.05981)",0.0108455166023351,"",,,-35.0484808427141,"(0.16965, 0.03682)","W=0.4297, RGB=0.5703",B-R
50,"(0.18250, 0.06482)",3,"(0.19752, 0.06782)",0.0187927196931543,"",,,-57.9424756273821,"(0.18648, 0.04501)","W=0.3862, RGB=0.6138",B-R
50,"(0.18250, 0.06482)",4,"(0.16679, 0.06148)",0.0197854958927837,"",,,5.93193616255023,"(0.16679, 0.06148)","W=0.0000, RGB=1.0000",
50,"(0.18250, 0.06482)",5,"(0.19621, 0.05818)",0.0266588635704127,"",,,-105.01478085931,"(0.19104, 0.04723)","W=0.2177, RGB=0.7823",B-R
50,"(0.18250, 0.06482)",6,"(0.16710, 0.07154)",0.0269427741665296,"",,,19.3161328902394,"(0.16710, 0.07154)","W=0.0000, RGB=1.0000",
51,"(0.18385, 0.07540)",1,"(0.18342, 0.08022)",0.00972428644082741,"dUV max=0.026931, min=0.009724, avg=0.018915",-8.6447,-8.5619,14.0159402884473,"(0.16800, 0.05260)","W=0.4054, RGB=0.5946",
51,"(0.18385, 0.07540)",2,"(0.18254, 0.06966)",0.0114984511695652,"",,,-7.45898933880177,"(0.16732, 0.04150)","W=0.4588, RGB=0.5412",
51,"(0.18385, 0.07540)",3,"(0.19891, 0.07816)",0.0181864423761294,"",,,-22.1113328677067,"(0.18115, 0.04242)","W=0.5206, RGB=0.4794",B-R
51,"(0.18385, 0.07540)",4,"(0.16710, 0.07154)",0.0204193993764559,"",,,19.3161328902394,"(0.16710, 0.07154)","W=0.0000, RGB=1.0000",
51,"(0.18385, 0.07540)",5,"(0.19752, 0.06782)",0.0267280242731989,"",,,-57.9424756273821,"(0.18648, 0.04501)","W=0.3862, RGB=0.6138",B-R
51,"(0.18385, 0.07540)",6,"(0.16743, 0.08234)",0.0269311566983755,"",,,29.5143950575437,"(0.16743, 0.08234)","W=0.0000, RGB=1.0000",
52,"(0.18530, 0.08678)",1,"(0.18437, 0.09156)",0.00918726711969153,"dUV max=0.026945, min=0.009187, avg=0.018965",13.4268,13.4742,31.1133331679165,"(0.16886, 0.06479)","W=0.3591, RGB=0.6409",
52,"(0.18530, 0.08678)",2,"(0.18342, 0.08022)",0.0121725269148272,"",,,14.0159402884473,"(0.16800, 0.05260)","W=0.4054, RGB=0.5946",
52,"(0.18530, 0.08678)",3,"(0.20042, 0.08925)",0.0175981232636052,"",,,5.687128492584,"(0.17485, 0.03935)","W=0.6302, RGB=0.3698",B-R
